;phoneId;location;heartRates;gsr;rrInterval;motionType;skinTemperature;mean(GSR);mean(HR);mean(RR);mean(skinTemp);mad(GSR);mad(HR);mad(RR);mad(skinTemp);std(GSR);std(HR);std(RR);std(skinTemp);receptivity
84000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};0.157894736842;0.00626381724392;-0.0607142857143;1.0;-0.661538461538;2360.75;72.0;0.8154968;31.79;38.7;0.6;0.04421768;0.0;57.1617050683;0.794719414239;0.0511470611777;0.0;-1.0
87000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};0.139318885449;-0.0379296891933;0.218487394958;1.0;-0.560180995475;2330.76470588;71.8235294118;0.880352;31.8229411765;4.94809688581;0.290657439446;0.0110230588235;0.0348788927336;6.43748215303;0.392952623997;0.014921951615;0.0360147028799;-1.0
90000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};0.0894736842105;-0.0554163596168;-0.328571428571;1.0;-0.446153846154;2318.9;71.35;0.7532768;31.86;8.97;0.455;0.09756096;7.1054273576e-15;10.6962856317;0.48936048493;0.107447570793;7.29001465121e-15;-1.0
93000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};0.0855263157895;-0.0529661016949;-0.200892857143;1.0;-0.446153846154;2320.5625;71.3125;0.782935;31.86;7.7578125;0.4296875;0.06610875;1.06581410364e-14;8.66386172558;0.478713553878;0.0859413815171;1.10076807295e-14;-1.0
96000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};0.157894736842;-0.0718742323753;0.0428571428571;1.0;-0.446153846154;2307.73333333;72.0;0.8395552;31.86;9.24444444444;0.666666666667;0.0738897066667;1.06581410364e-14;11.0419114977;0.845154254729;0.078777685763;1.10322240838e-14;-1.0
99000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};0.151315789474;-0.0915622697126;-0.183035714286;1.0;-0.446153846154;2294.375;71.9375;0.787083;31.86;10.34375;0.3515625;0.016203125;1.06581410364e-14;11.6897390903;0.573730482602;0.0191288322975;1.10076807295e-14;-1.0
102000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};0.352631578947;-0.0976418570376;0.167857142857;1.0;-0.446153846154;2290.25;73.85;0.8685912;31.86;4.175;0.255;0.06943752;7.1054273576e-15;4.64389809036;0.366347548533;0.0787993596512;7.29001465121e-15;-1.0
105000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};0.308270676692;-0.0659016738604;0.19387755102;1.0;-0.446153846154;2311.78571429;73.4285714286;0.874635428571;31.86;11.1326530612;0.489795918367;0.0406334693878;1.06581410364e-14;12.5892418751;0.513552591013;0.0594428281936;1.10604756642e-14;-1.0
108000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};0.113573407202;-0.044098824807;0.206766917293;1.0;-0.446153846154;2326.57894737;71.5789473684;0.877629473684;31.86;5.96121883657;0.487534626039;0.051476565097;7.1054273576e-15;6.70253508817;0.507257273502;0.0677127849699;7.30013265005e-15;-1.0
111000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};0.0105263157895;-0.0583640383198;0.182142857143;1.0;-0.446153846154;2316.9;70.6;0.8719096;31.86;7.62;0.48;0.01543056;7.1054273576e-15;10.5326559853;0.50262468995;0.0182353155758;7.29001465121e-15;-1.0
114000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};-0.0233918128655;-0.0551052157537;0.0396825396825;1.0;-0.446153846154;2319.11111111;70.2777777778;0.838817777778;31.86;9.1975308642;0.401234567901;0.0376904691358;7.1054273576e-15;10.6101443628;0.460888598962;0.056401954513;7.31142443197e-15;-1.0
117000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};0.0030959752322;-0.0379296891933;0.235294117647;1.0;-0.261538461538;2330.76470588;70.5294117647;0.884256;31.92;10.4221453287;0.498269896194;0.0578710588235;1.06581410364e-14;11.5408481695;0.514495755428;0.0831184486862;1.09861603165e-14;-1.0
120000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};-0.0197368421053;-0.0446757553427;-0.174107142857;1.0;-0.261538461538;2326.1875;70.3125;0.789157;31.92;17.5625;0.4296875;0.051720375;1.06581410364e-14;18.9533418337;0.478713553878;0.0541786602123;1.10076807295e-14;-1.0
123000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};0.0350877192982;0.0876934414149;-0.25;1.0;-0.261538461538;2416.0;70.8333333333;0.771528;31.92;12.1666666667;0.694444444444;0.0138266666667;1.06581410364e-14;14.8752387299;0.834847109937;0.0193752817223;1.11320652508e-14;-1.0
126000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};0.210526315789;0.0508474576271;-0.362244897959;1.0;-0.261538461538;2391.0;72.5;0.745454857143;31.92;7.14285714286;0.5;0.034707755102;1.06581410364e-14;7.93240675477;0.518874521663;0.0448358632121;1.10604756642e-14;-1.0
129000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};0.290858725762;0.0198192607532;-0.015037593985;1.0;-0.261538461538;2369.94736842;73.2631578947;0.826106947368;31.92;9.09695290859;0.387811634349;0.0124095290859;3.5527136788e-15;10.2386722458;0.452413928359;0.0141858606815;3.65006632502e-15;-1.0
132000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};0.263157894737;0.0132645541636;-0.142857142857;1.0;-0.261538461538;2365.5;73.0;0.796416;31.92;7.375;0.0;0.016592;1.06581410364e-14;9.10677403548;0.0;0.0171361439147;1.10076807295e-14;-1.0
135000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};0.275541795666;-0.0146950452989;-0.0798319327731;1.0;-0.261538461538;2346.52941176;73.1176470588;0.811056;31.92;1.7508650519;0.221453287197;0.0142381176471;1.06581410364e-14;3.064262698;0.485071250073;0.0202211089706;1.09861603165e-14;-1.0
138000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};0.424561403509;-0.00781134856301;-0.114285714286;1.0;-0.261538461538;2351.2;74.5333333333;0.8030528;31.92;7.49333333333;0.497777777778;0.0296443733333;1.06581410364e-14;13.2460236621;0.516397779494;0.0342340161393;1.10322240838e-14;-1.0
141000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};0.438596491228;0.197740112994;-0.535714285714;1.0;-0.261538461538;2490.66666667;74.6666666667;0.70516;31.92;16.0;0.444444444444;0.0405582222222;7.1054273576e-15;19.8701668189;0.485071250073;0.0564099293387;7.31142443197e-15;-1.0
144000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};0.5;0.257700810612;-0.296428571429;1.0;-0.298461538461;2531.35;75.25;0.7607432;31.908;8.58;0.375;0.01650904;0.0168;11.992431824;0.444261658319;0.0196134594216;0.0188064938393;-1.0
147000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};0.876160990712;0.286575057436;-0.319327731092;1.0;-0.384615384615;2550.94117647;78.8235294118;0.755424;31.88;9.01038062284;0.678200692042;0.0453552941176;3.5527136788e-15;10.6034816702;0.808957208204;0.0487694904628;3.66205343882e-15;-1.0
150000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};0.520467836257;0.189961516417;0.107142857143;1.0;-0.384615384615;2485.38888889;75.4444444444;0.854488;31.88;88.7901234568;1.28395061728;0.024888;3.5527136788e-15;97.6766206532;1.50380780304;0.0256095407222;3.65571221598e-15;-1.0
153000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};0.239766081871;0.0930975190371;-0.400793650794;1.0;-0.384615384615;2419.66666667;72.7777777778;0.736500444444;31.88;24.5185185185;0.518518518519;0.0471130864198;3.5527136788e-15;33.7168137494;0.646761666764;0.0673703201384;3.65571221598e-15;-1.0
156000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};0.318885448916;0.056916207898;-0.0336134453781;1.0;-0.384615384615;2395.11764706;73.5294117647;0.821792;31.88;12.5951557093;0.719723183391;0.0323802352941;3.5527136788e-15;15.3699477591;0.874474632195;0.0462339760782;3.66205343882e-15;-1.0
159000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};0.194736842105;0.0036109064112;-0.385714285714;1.0;-0.384615384615;2358.95;72.35;0.7400032;31.88;12.86;0.455;0.09822464;3.5527136788e-15;15.9851082014;0.48936048493;0.107985619078;3.64500732561e-15;-1.0
162000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};0.165991902834;-0.0175160138314;-0.56043956044;1.0;-0.384615384615;2344.61538462;72.0769230769;0.699416615385;31.88;6.20118343195;0.14201183432;0.0424126863905;0.0;7.2173224668;0.277350098113;0.051961556914;0.0;-1.0
165000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};0.263157894737;-0.0292311471383;-0.12380952381;1.0;-0.384615384615;2336.66666667;73.0;0.800840533333;31.88;16.2666666667;0.0;0.0361336888889;0.0;21.3229141223;0.0;0.049166529053;0.0;-1.0
168000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};0.315789473684;0.0507421833877;-0.0510204081633;1.0;-0.384615384615;2390.92857143;73.5;0.817748571429;31.88;10.5;0.5;0.0914253061224;0.0;12.64585238;0.518874521663;0.115031671966;0.0;-1.0
171000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};0.368421052632;0.0447883402931;-0.0119047619048;1.0;-0.384615384615;2386.88888889;74.0;0.826834666667;31.88;7.72839506173;0.0;0.0844962962963;3.5527136788e-15;9.62771055119;0.0;0.103577928151;3.65571221598e-15;-1.0
174000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};0.263157894737;0.0246131171702;-0.395238095238;1.0;-0.0461538461538;2373.2;73.0;0.737790933333;31.99;9.01333333333;0.0;0.0483748977778;7.1054273576e-15;9.65993197255;0.0;0.0594496135173;7.35481605583e-15;-1.0
177000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};0.368421052632;-0.00276344878408;-0.0669642857143;1.0;-0.0461538461538;2354.625;74.0;0.814045;31.99;6.640625;0.0;0.0326655;7.1054273576e-15;8.94334016648;0.0;0.0659431988224;7.33845381965e-15;-1.0
180000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};0.282894736842;0.00267133382461;0.138392857143;1.0;-0.0461538461538;2358.3125;73.1875;0.861747;31.99;7.7265625;0.3046875;0.06610875;7.1054273576e-15;8.25201995473;0.403112887415;0.103434187323;7.33845381965e-15;-1.0
183000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};-0.0877192982456;0.00368459837878;0.247619047619;1.0;-0.0461538461538;2359.0;69.6666666667;0.887118933333;31.99;7.6;2.66666666667;0.0725623466667;7.1054273576e-15;9.73946317089;3.51865775274;0.0775364864006;7.35481605583e-15;-1.0
186000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};-0.789473684211;-0.0207975108491;0.107142857143;1.0;-0.0461538461538;2342.38888889;63.0;0.854488;31.99;10.4320987654;0.0;0.153015111111;3.5527136788e-15;12.2768979071;0.0;0.170659119041;3.65571221598e-15;-1.0
189000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};-0.590643274854;-0.051174977483;0.194444444444;1.0;-0.0461538461538;2321.77777778;64.8888888889;0.874767111111;31.99;2.06172839506;2.27160493827;0.0543848888889;3.5527136788e-15;2.41455282806;2.84685355496;0.0599059616251;3.65571221598e-15;-1.0
192000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};-0.0526315789474;-0.0307663964628;0.0982142857143;1.0;-0.0461538461538;2335.625;70.0;0.852414;31.99;6.8125;0.0;0.047702;7.1054273576e-15;9.70137447307;0.0;0.0721640742383;7.33845381965e-15;-1.0
195000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};-0.0526315789474;-0.0663615560641;0.191729323308;1.0;-0.0461538461538;2311.47368421;70.0;0.874136421053;31.99;9.07479224377;0.0;0.0323566980609;3.5527136788e-15;11.481233098;0.0;0.0510060112169;3.65006632502e-15;-1.0
198000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};-0.143859649123;-0.10213706706;0.138095238095;1.0;-0.0461538461538;2287.2;69.1333333333;0.861677866667;31.99;5.92;0.231111111111;0.0274321066667;7.1054273576e-15;8.35121890162;0.351865775274;0.0316472349274;7.35481605583e-15;-1.0
201000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};-0.205263157895;-0.0847457627119;0.278571428571;1.0;0.00923076923077;2299.0;68.55;0.8943088;32.008;6.1;0.585;0.0074664;0.0144;8.55939004221;0.759154654516;0.0106308805874;0.0150787406985;-1.0
204000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};-0.503759398496;-0.108432466575;0.352040816327;1.0;0.0461538461538;2282.92857143;65.7142857143;0.911374857143;32.02;5.61224489796;0.408163265306;0.0296285714286;7.1054273576e-15;7.48808577484;0.468807230938;0.0392984947664;7.37365044277e-15;-1.0
207000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};-0.445983379501;-0.114920684172;0.289473684211;1.0;0.0461538461538;2278.52631579;66.2631578947;0.896841263158;32.02;1.27423822715;0.387811634349;0.0204067811634;7.1054273576e-15;2.01020786799;0.452413928359;0.0267958854902;7.30013265005e-15;-1.0
210000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};-0.49226006192;-0.0997442455243;0.386554621849;1.0;0.0461538461538;2288.82352941;65.8235294118;0.919392;32.02;3.75778546713;0.290657439446;0.00803764705882;7.1054273576e-15;4.72010717725;0.392952623997;0.0084171158956;7.32410687764e-15;-1.0
213000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};-0.578947368421;-0.0776923886725;0.204081632653;1.0;0.0461538461538;2303.78571429;65.0;0.877005714286;32.02;25.6632653061;0.0;0.0203167346939;7.1054273576e-15;36.6000810664;0.0;0.0233353487272;7.37365044277e-15;-1.0
216000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};-0.573099415205;0.0225988700565;0.345238095238;1.0;0.0461538461538;2371.83333333;65.0555555556;0.909794666667;32.02;9.85185185185;0.104938271605;0.0586865185185;7.1054273576e-15;11.2157976822;0.235702260396;0.0753387290575;7.31142443197e-15;-1.0
219000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};-0.467105263158;0.0162122328666;-0.00446428571428;1.0;0.0461538461538;2367.5;66.0625;0.828563;32.02;10.625;0.1171875;0.030073;7.1054273576e-15;12.2692026364;0.25;0.0334422451399;7.33845381965e-15;-1.0
222000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};-0.280701754386;0.0115450749202;0.0873015873016;1.0;0.0461538461538;2364.33333333;67.8333333333;0.849879111111;32.02;10.3333333333;0.277777777778;0.0143387654321;7.1054273576e-15;11.2354481049;0.383482494424;0.0184896982729;7.31142443197e-15;-1.0
225000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};-0.0350877192982;-0.00655039711783;2.86770653144e-15;1.0;0.0461538461538;2352.05555556;70.1666666667;0.8296;32.02;2.27777777778;1.22222222222;3.33066907388e-16;7.1054273576e-15;2.71102807116;1.4245742398;3.42723020249e-16;7.31142443197e-15;-1.0
228000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};-0.151702786378;0.0161688846504;0.218487394958;1.0;0.0515837104072;2367.47058824;69.0588235294;0.880352;32.0217647059;4.21453287197;0.110726643599;0.0206682352941;0.00290657439446;5.29289201499;0.242535625036;0.0238071989113;0.00392952623997;-1.0
231000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};-0.328947368421;0.0106853352985;0.366071428571;1.0;0.0769230769231;2363.75;67.375;0.914634;32.03;3.5;0.46875;0.01270325;1.42108547152e-14;4.17133072292;0.5;0.0146849354828;1.46769076393e-14;-1.0
234000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};-0.431578947368;-0.0159911569639;0.192857142857;1.0;0.0769230769231;2345.65;66.4;0.8743984;32.03;5.315;0.48;0.01543056;1.42108547152e-14;6.76115063393;0.50262468995;0.0179348779592;1.45800293024e-14;-1.0
237000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};-0.275541795666;-0.0256187957866;0.168067226891;1.0;0.0769230769231;2339.11764706;67.8823529412;0.86864;32.03;2.55363321799;0.415224913495;0.0138936470588;1.42108547152e-14;3.07982046841;0.600245047999;0.0154550455192;1.46482137553e-14;-1.0
240000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};-0.12865497076;-0.0303774666339;0.0436507936508;1.0;0.0769230769231;2335.88888889;69.2777777778;0.839739555556;32.03;4.02469135802;0.401234567901;0.0204839506173;1.42108547152e-14;5.57187146603;0.460888598962;0.0221429906642;1.46228488639e-14;-1.0
243000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};-0.145510835913;-0.0109670987039;0.180672268908;1.0;0.0769230769231;2349.05882353;69.1176470588;0.871568;32.03;2.88581314879;0.726643598616;0.0169938823529;1.42108547152e-14;3.5614355995;0.857492925713;0.0195596098121;1.46482137553e-14;-1.0
246000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};-0.231578947368;-0.0137803979366;0.207142857143;1.0;0.0769230769231;2347.15;68.3;0.8777168;32.03;2.65;0.91;0.02472208;1.42108547152e-14;3.16685133349;0.978720969859;0.0268618926981;1.45800293024e-14;-1.0
249000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};-0.368421052632;-0.0315401621223;0.339285714286;1.0;0.0769230769231;2335.1;67.0;0.908412;32.03;5.89;0.0;0.006222;1.42108547152e-14;7.33341307772;0.0;0.00737118943483;1.45800293024e-14;-1.0
252000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};-0.447368421053;-0.0546057479735;0.217857142857;1.0;0.0769230769231;2319.45;66.25;0.8802056;32.03;2.76;0.375;0.01916376;1.42108547152e-14;3.36350381221;0.444261658319;0.0204807672718;1.45800293024e-14;-1.0
255000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};-0.215789473684;-0.0615327929256;0.0714285714286;1.0;0.0769230769231;2314.75;68.45;0.846192;32.03;6.275;1.24;0.0199104;1.42108547152e-14;8.23902779139;1.35627198018;0.0246687181925;1.45800293024e-14;-1.0
258000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};0.0470914127424;-0.0907962611023;-0.0338345864662;1.0;0.397570850202;2294.89473684;70.9473684211;0.821740631579;32.1342105263;2.98614958449;0.997229916898;0.0239917562327;0.0109695290859;5.03206095222;1.02597835209;0.0249606658481;0.0252357307258;-1.0
261000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};0.157894736842;-0.0755626098294;0.142857142857;1.0;0.415384615385;2305.23076923;72.0;0.862784;32.14;4.29585798817;0.0;0.0102104615385;7.1054273576e-15;5.65912016356;0.0;0.016592;7.395563271e-15;-1.0
264000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};-0.00751879699248;-0.0945362669755;0.0357142857143;1.0;0.415384615385;2292.35714286;70.4285714286;0.837896;32.14;10.4489795918;0.673469387755;0.0213325714286;7.1054273576e-15;11.8100813705;0.851630627253;0.0232379146953;7.37365044277e-15;-1.0
267000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};-0.147368421053;-0.118422991894;0.253571428571;1.0;0.415384615385;2276.15;69.1;0.8885016;32.14;3.595;0.18;0.02148664;7.1054273576e-15;5.87837249227;0.307793505626;0.0276984151825;7.29001465121e-15;-1.0
270000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};-0.190789473684;-0.100313190862;0.245535714286;1.0;0.415384615385;2288.4375;68.6875;0.886635;32.14;12.8125;0.4296875;0.043424375;7.1054273576e-15;14.0426433884;0.478713553878;0.0484564997278;7.33845381965e-15;-1.0
273000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};-0.252631578947;-0.114001473839;0.321428571429;1.0;0.415384615385;2279.15;68.1;0.904264;32.14;5.765;0.99;0.066368;7.1054273576e-15;6.37656069647;1.02083557107;0.0686220391174;7.29001465121e-15;-1.0
276000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};-0.368421052632;-0.110456071399;0.384920634921;1.0;0.415384615385;2281.55555556;67.0;0.919012444444;32.14;4.14814814815;0.0;0.015362962963;7.1054273576e-15;4.98494465392;0.0;0.0172042591109;7.31142443197e-15;-1.0
279000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};-0.441295546559;-0.145853409671;0.43956043956;1.0;0.415384615385;2257.53846154;66.3076923077;0.931704615385;32.14;6.11834319527;1.0650887574;0.0325949349112;7.1054273576e-15;7.94371223689;1.31558702896;0.0473410951527;7.395563271e-15;-1.0
282000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1490973698, u'long': 11.5759345058};-0.327485380117;-0.145828215836;-0.202380952381;1.0;0.415384615385;2257.55555556;67.3888888889;0.782589333333;32.14;10.1851851852;0.679012345679;0.0513122962963;7.1054273576e-15;11.7584623956;0.978527638787;0.0586615785672;7.31142443197e-15;-1.0
285000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1491035339, u'long': 11.5759561506};-0.263157894737;-0.117464996315;0.195238095238;1.0;0.435897435897;2276.8;68.0;0.874951466667;32.1466666667;1.17333333333;0.0;0.0181405866667;0.0115555555556;1.37321312465;0.0;0.0246631237445;0.0175932887637;-1.0
288000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1491035339, u'long': 11.5759561506};-0.173684210526;0.654458364038;0.178571428571;1.0;0.44;2800.55;68.85;0.87108;32.148;15.46;0.255;0.024888;0.0756;19.4786657924;0.366347548533;0.0287381869992;0.129273272363;-1.0
291000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1491035339, u'long': 11.5759561506};-0.157894736842;0.652665192827;0.258503401361;1.0;-0.723076923077;2799.33333333;69.0;0.889647238095;31.77;7.04761904762;0.0;0.0127167709751;7.1054273576e-15;8.08290376865;0.0;0.0143462672842;7.28089643044e-15;-1.0
294000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1491035339, u'long': 11.5759561506};-0.157894736842;0.657437625013;0.360544217687;1.0;-0.723076923077;2802.57142857;69.0;0.913350095238;31.77;23.537414966;0.0;0.0495126349206;7.1054273576e-15;26.1621318485;0.0;0.0563825823831;7.28089643044e-15;-1.0
297000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1491035339, u'long': 11.5759561506};-0.157894736842;0.711592910057;-0.368421052632;1.0;-0.723076923077;2839.31578947;69.0;0.744020210526;31.77;13.3185595568;0.0;0.071699501385;7.1054273576e-15;15.0740860478;0.0;0.0930834626818;7.30013265005e-15;-1.0
300000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1491035339, u'long': 11.5759561506};-0.157894736842;0.706214689266;-0.614285714286;1.0;-0.723076923077;2835.66666667;69.0;0.6869088;31.77;8.0;0.0;0.0123886933333;7.1054273576e-15;10.1183473147;0.0;0.0257042158721;7.35481605583e-15;-1.0
303000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1491035339, u'long': 11.5759561506};-0.157894736842;0.717907148121;-0.0214285714286;1.0;-0.723076923077;2843.6;69.0;0.8246224;31.77;9.5;0.0;0.02588352;7.1054273576e-15;11.5867437867;0.0;0.0304992705597;7.29001465121e-15;-1.0
306000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1491035339, u'long': 11.5759561506};0.248120300752;0.710425658841;0.0374149659864;1.0;-0.723076923077;2838.52380952;72.8571428571;0.838291047619;31.77;11.977324263;0.857142857143;0.0604987210884;7.1054273576e-15;13.8550317489;1.19522860933;0.0671143934;7.28089643044e-15;-1.0
309000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1491035339, u'long': 11.5759561506};0.170526315789;0.682652910833;-0.211428571429;1.0;-0.723076923077;2819.68;72.12;0.78048768;31.77;9.2928;0.2112;0.0154504704;7.1054273576e-15;10.9457754408;0.331662479036;0.0182260432685;7.25194642939e-15;-1.0
312000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1491035339, u'long': 11.5759561506};0.267942583732;0.662959737389;0.12987012987;1.0;-0.723076923077;2806.31818182;73.0454545455;0.859767272727;31.77;10.194214876;0.607438016529;0.00575920661157;7.1054273576e-15;11.5568423914;0.785419070868;0.0141497051431;7.27263676082e-15;-1.0
315000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1491035339, u'long': 11.5759561506};0.221052631579;0.664495210022;0.2;1.0;-0.723076923077;2807.36;72.6;0.8760576;31.77;11.7056;0.48;0.035042304;7.1054273576e-15;12.7504248295;0.5;0.0423014658848;7.25194642939e-15;-1.0
318000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1491035339, u'long': 11.5759561506};-0.066985645933;0.648422321967;-0.366883116883;1.0;-0.415384615385;2796.45454545;69.8636363636;0.744377454545;31.87;11.2314049587;1.02066115702;0.100306181818;0.0;12.6706532801;1.24577207062;0.115327950707;0.0;-1.0
321000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1491035339, u'long': 11.5759561506};-0.0526315789474;0.639541004316;0.493197278912;1.0;-0.415384615385;2790.42857143;70.0;0.944163809524;31.87;9.65986394558;0.0;0.0300988662132;3.5527136788e-15;10.6937899202;0.0;0.0359341359818;3.64044821522e-15;-1.0
324000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1491035339, u'long': 11.5759561506};0.0368421052632;0.612380250553;0.685714285714;1.0;-0.415384615385;2772.0;70.85;0.9888832;31.87;5.3;0.68;0.03451136;3.5527136788e-15;6.93579578404;0.812727700887;0.0382166138928;3.64500732561e-15;-1.0
327000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1491035339, u'long': 11.5759561506};-0.149122807018;0.835666912307;0.595238095238;1.0;-0.415384615385;2923.5;69.0833333333;0.967866666667;31.87;74.25;0.763888888889;0.00921777777778;0.0;93.3970020932;0.900336637379;0.0129168544815;0.0;-1.0
330000;5a26ff32b07e944d86d30c6b;{u'lat': 48.1491035339, u'long': 11.5759561506};-0.838596491228;0.594104642594;-0.37619047619;1.0;-0.415384615385;2759.6;62.5333333333;0.742215466667;31.87;137.973333333;0.497777777778;0.0744796444444;0.0;248.606056701;0.516397779494;0.0939562441367;0.0;-1.0
