;phoneId;date;measurementId;location;motionType;mean(SCL);mean(SCR);mean(HR);mean(RR);mean(skinTemp);mad(SCL);mad(SCR);mad(HR);mad(RR);mad(skinTemp);std(SCL);std(SCR);std(HR);std(RR);std(skinTemp);RMSSD;receptivity
58;5a4f50cbebd4d8179239db7c;2018-02-04;0;6;1.0;6332.490740740741;293.82507407407417;74.8;0.7726341333333324;32.43800000000001;775.8495308641976;227.0478666666667;2.5600000000000005;0.08192760888888892;0.016799999999999215;885.948790084833;270.15825379572357;2.8454440293454955;0.09949795007825393;0.018643663987978877;0.1237994641133742;-1.0
59;5a4f50cbebd4d8179239db7c;2018-02-04;0;6;1.0;6306.088166666667;297.62638888888904;74.73333333333333;0.7745698666666657;32.436666666666675;801.7182777777778;222.7779259259259;2.502222222222222;0.0801209244444445;0.017777777777778187;920.0486023518366;267.4276006709628;2.7907894487270872;0.09870168386913314;0.01917853205941836;0.12394315526412739;-1.0
60;5a4f50cbebd4d8179239db7c;2018-02-04;0;6;1.0;6275.291101851851;293.03099074074083;74.66666666666667;0.7773351999999991;32.43533333333334;832.5153425925928;219.75081851851849;2.4444444444444438;0.07770586666666673;0.018577777777779168;968.6463930815563;264.6267112666098;2.73336136795267;0.0976055823920771;0.019605300714145502;0.12389527673054342;-1.0
61;5a4f50cbebd4d8179239db7c;2018-02-04;0;6;1.0;6253.50099074074;301.5151759259261;74.6;0.7831423999999991;32.434000000000005;854.3054537037036;212.77430370370365;2.3866666666666676;0.07742933333333342;0.01920000000000215;999.9588525401654;258.0170197895638;2.672981029900305;0.09732434507414034;0.019930915164900708;0.12469719627852162;-1.0
62;5a4f50cbebd4d8179239db7c;2018-02-04;0;6;1.0;6260.484898148148;329.4635277777779;74.56666666666666;0.7836954666666657;32.43266666666668;847.3215462962963;218.2841148148148;2.357777777777778;0.07687626666666675;0.01964444444444619;983.6778162888409;263.2736729312724;2.6481396636433123;0.09696114768714942;0.02016027731975239;0.12404842299015674;-1.0
63;5a4f50cbebd4d8179239db7c;2018-02-04;0;6;1.0;6331.424166666666;384.5155740740742;74.6;0.7939271999999991;32.43133333333334;776.8449999999998;266.60798641975305;2.3866666666666676;0.0799181333333334;0.019911111111113655;913.7551999037045;362.2296217170336;2.6858505363195984;0.1017483813438649;0.020296650536200164;0.13288788723711745;-1.0
64;5a4f50cbebd4d8179239db7c;2018-02-04;0;6;1.0;6405.244546296295;395.89104629629657;74.58333333333333;0.7917149333333324;32.430000000000014;741.5855345679009;239.65884382716055;2.3722222222222227;0.07960472888888896;0.020000000000003126;889.007497789441;313.02641128932675;2.671959546118158;0.10166749099068115;0.020341905108627493;0.13924537294609315;-1.0
65;5a4f50cbebd4d8179239db7c;2018-02-04;0;6;1.0;6469.281972222222;420.3533611111113;74.56666666666666;0.7922679999999992;32.42866666666667;725.4315277777775;231.38753333333338;2.357777777777778;0.08019466666666678;0.019911111111114602;875.147220810948;300.99122316671424;2.6513930409260826;0.10201858653645697;0.020296650536200164;0.1402557950150737;-1.0
66;5a4f50cbebd4d8179239db7c;2018-02-04;0;6;1.0;6495.395277777778;421.4556111111113;74.56666666666666;0.7883965333333324;32.42733333333334;686.0478148148147;225.43542962962962;2.357777777777778;0.07995500444444455;0.019644444444448083;853.4729472781477;299.7424066094352;2.6513930409260826;0.10210539702839633;0.02016027731975239;0.1409899247581556;-1.0
67;5a4f50cbebd4d8179239db7c;2018-02-04;0;6;1.0;6512.852166666667;396.83750000000015;74.56666666666666;0.7870138666666658;32.42600000000001;659.1981333333333;243.4715000000001;2.357777777777778;0.08004718222222236;0.01920000000000499;843.8106814669338;314.4072977040593;2.6513930409260826;0.10215768022496956;0.019930915164900705;0.1411161128481767;-1.0
68;5a4f50cbebd4d8179239db7c;2018-02-04;0;6;1.0;6539.027712962962;422.17378703703713;74.4;0.7867373333333325;32.424666666666674;658.1139253086418;243.75002098765427;2.306666666666666;0.08028684444444459;0.018577777777782956;843.7906778878519;309.0206145304396;2.584436175421553;0.10242101301821892;0.019605300714145506;0.14138493769066468;-1.0
69;5a4f50cbebd4d8179239db7c;2018-02-04;0;6;1.0;6554.942749999999;428.98252777777793;74.2;0.7886730666666659;32.42333333333334;646.4041074074074;241.35741851851844;2.2666666666666666;0.07864608000000013;0.017777777777782926;841.4514838168845;307.7603405571809;2.5277767251902987;0.10136943033687718;0.019178532059418364;0.13990849038444808;-1.0
70;5a4f50cbebd4d8179239db7c;2018-02-04;0;6;1.0;6565.527740740741;448.86262962962974;74.0;0.788673066666666;32.422000000000004;624.4254543209875;239.82813827160487;2.2;0.07864608000000015;0.0168000000000049;837.099800024506;306.8650744544718;2.4530065999320803;0.10136943033687719;0.018643663987978877;0.13887845432955231;-1.0
71;5a4f50cbebd4d8179239db7c;2018-02-04;0;6;1.0;6585.190740740741;473.9997037037038;73.86666666666666;0.7947567999999993;32.41933333333334;635.5246172839506;225.42200123456783;2.191111111111111;0.0749958400000001;0.016355555555562517;841.8850536447836;297.3519027840105;2.449255106090961;0.09692850742914279;0.020160277319751785;0.1384934287638177;-1.0
72;5a4f50cbebd4d8179239db7c;2018-02-04;0;6;1.0;6608.566064814816;487.22826851851863;73.75;0.7914383999999992;32.41666666666667;644.0213765432093;223.35250493827152;2.216666666666667;0.07787178666666676;0.015555555555561302;857.0825977943997;290.3796695643387;2.4766147640792204;0.10112722033148355;0.021226745220211535;0.14294577387102508;-1.0
73;5a4f50cbebd4d8179239db7c;2018-02-04;0;6;1.0;6623.042787037035;466.6709907407408;73.71666666666667;0.7881199999999993;32.41400000000001;654.4149327160497;227.61900925925912;2.226666666666667;0.08019466666666678;0.014400000000008361;868.0117245714481;296.67588757443775;2.4798614162243346;0.10258115598679035;0.021908902300208588;0.1432111642575397;-1.0
74;5a4f50cbebd4d8179239db7c;2018-02-04;0;6;1.0;6611.591824074074;445.9423240740741;73.71666666666667;0.7944802666666659;32.41133333333334;646.038549382716;242.9099858024691;2.226666666666667;0.08740296888888897;0.01288888888889564;858.2352971345969;307.6632237090143;2.4798614162243346;0.1083350512332899;0.022242136670703076;0.1524578511684347;-1.0
