;phoneId;date;measurementId;location;motionType;mean(SCL);mean(SCR);mean(HR);mean(RR);mean(skinTemp);mad(SCL);mad(SCR);mad(HR);mad(RR);mad(skinTemp);std(SCL);std(SCR);std(HR);std(RR);std(skinTemp);RMSSD;receptivity
167;5a24254a94c76f04ac354747;2017-12-03;0;6;1.0;1879.2541111111111;3.908888888888881;70.81666666666666;0.8901607999999989;32.123333333333335;14.96888148148152;2.776296296296306;4.286666666666667;0.07792709333333328;0.011111111111111663;16.422310160927797;3.4502293036499863;4.787705759210941;0.09096034991835154;0.015161960871577743;0.08206839498520895;1.0
168;5a24254a94c76f04ac354747;2017-12-03;0;6;1.0;1879.3816481481485;4.11864814814816;71.21666666666667;0.8824178666666657;32.122;15.002422222222359;2.7212246913580276;4.058888888888888;0.08026840888888882;0.012800000000001432;16.447715796647124;3.375020463124297;4.61011506575923;0.09300719034114521;0.0162735240868991;0.08199606889820155;1.0
169;5a24254a94c76f04ac354747;2017-12-03;0;6;1.0;1879.1798703703707;3.9732037037037116;71.53333333333333;0.8763341333333323;32.120666666666665;14.864724691358166;2.614177777777783;3.8933333333333335;0.08233319111111106;0.014311111111113207;16.550853338293468;3.3388631133682733;4.5294692795097955;0.09467630944096264;0.01720732268608269;0.08192367895833877;1.0
170;5a24254a94c76f04ac354747;2017-12-03;0;6;1.0;1878.6667433862433;3.5284470899470914;71.85;0.8699738666666657;32.11933333333333;14.35991181657849;2.5381781305114806;3.723333333333335;0.08240693333333325;0.015644444444446983;16.425924702813578;3.303561900289423;4.423974652293786;0.09453206570140477;0.017991057804351757;0.08198159602386795;1.0
171;5a24254a94c76f04ac354747;2017-12-03;0;6;1.0;1878.4256626984127;4.495289682539669;72.11666666666666;0.8622309333333323;32.118;13.846160317460354;3.209847619047623;3.5422222222222226;0.08461919999999999;0.016799999999999926;15.902733669939623;4.194021682170583;4.298522868448499;0.09757599530089825;0.018643663987975564;0.08267343610399518;1.0
172;5a24254a94c76f04ac354747;2017-12-03;0;6;1.0;1878.3448690476189;4.537313492063474;72.38333333333334;0.8605717333333324;32.11666666666667;13.749207936507917;3.143621957671951;3.3655555555555545;0.08296;0.017777777777778187;15.688705251700487;3.9478995400699866;4.1516164972489795;0.09652449035917696;0.01917853205941496;0.08741735871174515;1.0
173;5a24254a94c76f04ac354747;2017-12-03;0;6;1.0;1878.8279259259257;4.493513227513222;72.6;0.856976799999999;32.11533333333333;14.328876190476148;3.0740768959435534;3.1200000000000006;0.08284938666666666;0.018577777777778456;16.19666624487541;3.654737364303037;3.887202699575391;0.09652981735173136;0.01960530071414202;0.08883120824699327;1.0
174;5a24254a94c76f04ac354747;2017-12-03;0;6;1.0;1880.8098465608466;6.300989417989414;72.7;0.846191999999999;32.114;16.707180952380988;4.47171340388006;3.0066666666666664;0.08185386666666665;0.019200000000000727;19.517615275304024;7.50446079653996;3.747642937395036;0.09667353519538019;0.01993091516489717;0.09094338931824375;1.0
175;5a24254a94c76f04ac354747;2017-12-03;0;6;1.0;1881.6317076719577;6.588794973544972;72.8;0.8450858666666657;32.11266666666667;17.693414285714304;4.7529666666666595;2.8933333333333335;0.08074773333333334;0.01964444444444406;21.097286473420453;7.675572559711164;3.5998084240213637;0.09528223934212805;0.020160277319748805;0.101042701118781;1.0
176;5a24254a94c76f04ac354747;2017-12-03;0;6;1.0;1881.9591706349208;6.953646825396815;72.9;0.8340245333333324;32.11133333333333;18.08636984126991;5.303532010581989;2.7799999999999994;0.07883043555555555;0.019911111111111286;21.635943053695236;8.654566049335436;3.4426333144746963;0.0924505382956423;0.020296650536196562;0.10581535972985501;1.0
177;5a24254a94c76f04ac354747;2017-12-03;0;6;1.0;1881.632087301587;6.698785714285699;73.0;0.8298765333333324;32.11;17.693869841269816;5.348682539682532;2.6666666666666665;0.07608353777777778;0.019999999999999574;21.3407035684616;8.615810531733779;3.274772958700264;0.09081238170924573;0.02034190510862388;0.10609533947448822;1.0
178;5a24254a94c76f04ac354747;2017-12-03;0;6;1.0;1881.908642857143;6.849785714285698;73.11666666666666;0.8343010666666657;32.108666666666664;18.18522222222225;5.07514126984125;2.5422222222222226;0.07525393777777775;0.01991111111111034;22.233565267453418;8.437201108620426;3.0532157533953623;0.08984552899701811;0.020296650536196562;0.10334179512999402;1.0
179;5a24254a94c76f04ac354747;2017-12-03;0;6;1.0;1883.3610687830687;6.732026455026448;73.23333333333333;0.8398317333333325;32.10466666666667;20.65541446208112;4.838892416225734;2.417777777777778;0.08115331555555556;0.021955555555554913;24.126407929157057;8.341776725355809;2.8092621848073396;0.09552974601659632;0.026747005418375172;0.1055233927770161;1.0
180;5a24254a94c76f04ac354747;2017-12-03;0;6;1.0;1884.6704206349204;6.747119047619019;73.18333333333334;0.8337479999999993;32.10066666666667;22.33959629629625;4.856985714285688;2.471111111111111;0.07604666666666667;0.023466666666666452;25.308241273570577;8.362574450263189;2.854166142293768;0.09097600305044447;0.03139661011059678;0.11164315554665136;1.0
181;5a24254a94c76f04ac354747;2017-12-03;0;6;1.0;1886.1799761904758;6.988007936507923;73.13333333333334;0.8365133333333326;32.096666666666664;23.13817619047611;4.966667195767179;2.524444444444444;0.07918071111111111;0.024444444444443054;25.630016405891357;8.386080778696137;2.897482061868645;0.09514140873506106;0.03497125256188576;0.11744446320561548;1.0
182;5a24254a94c76f04ac354747;2017-12-03;0;6;1.0;1887.4787910052908;6.6581190476190155;72.86666666666666;0.8365133333333326;32.092666666666666;23.716607407407356;5.0580158730158615;2.475555555555556;0.07918071111111111;0.02488888888888804;25.84936536772106;8.462590864042458;2.800656737431337;0.09514140873506105;0.03777732702007529;0.11744446320561544;1.0
183;5a24254a94c76f04ac354747;2017-12-03;0;6;1.0;1889.1716613756612;6.654322751322722;72.6;0.8359602666666658;32.08866666666667;24.05364479717811;5.041657848324506;2.4;0.07855390222222218;0.026222222222223954;25.909125417911802;8.4639412118356;2.672981029900305;0.09503159079210532;0.039977004884562746;0.11764636203645985;1.0
184;5a24254a94c76f04ac354747;2017-12-03;0;6;1.0;1890.9238835978836;6.7246931216931065;72.53333333333333;0.8392786666666657;32.084666666666664;24.00401552028219;4.99474426807758;2.466666666666667;0.0761388444444444;0.02986666666667143;25.6713486162956;8.428588112763748;2.7131014614698588;0.09353135546134665;0.04166643678097677;0.11699905939616008;1.0
