;phoneId;location;motionType;mean(SCL);mean(SCR);mean(HR);mean(RR);mean(skinTemp);mad(SCL);mad(SCR);mad(HR);mad(RR);mad(skinTemp);std(SCL);std(SCR);std(HR);std(RR);std(skinTemp);RMSSD;LF;HF;LF/HF;receptivity
519;5a2fa237421a763ff2b33932;1;1.0;-0.966975191942861;-0.968355206414623;-0.1942313025792733;0.06599359763605016;0.0657563607027181;-0.933049464664248;-0.9704382841900597;-0.8878913443830572;-0.4822555613036728;-0.9682539682539547;-0.9336996482098306;-0.9685739768049951;-0.878481167036832;-0.43528367306278787;-0.966328248514921;-0.44853210553201633;-0.9921241654651651;-0.9585334833046574;-0.9999719590112975;-1.0
520;5a2fa237421a763ff2b33932;1;1.0;-0.9668575458936027;-0.96377212316709;-0.1942313025792733;0.06266929327751783;0.06576840178689733;-0.933745468865076;-0.9641614065525155;-0.8878913443830572;-0.49342990170719103;-0.9668253968253843;-0.9363868742752378;-0.9581064354353059;-0.878481167036832;-0.4421032801111108;-0.965578970726659;-0.49040508167772934;-0.9212944292591463;-0.9115367437587201;-0.9998686479529773;-1.0
521;5a2fa237421a763ff2b33932;1;1.0;-0.9669734616262637;-0.9635534246708496;-0.1942313025792733;0.0663629647869982;0.06578044287107657;-0.9369736751652309;-0.9657521635404493;-0.8878913443830572;-0.47480600103466114;-0.9657142857142742;-0.9386977283401453;-0.9614280152676559;-0.878481167036832;-0.4269871015246014;-0.9650072893888061;-0.4714369625714429;-0.9977998905773612;-0.9698766218193652;-0.9999892171168017;-1.0
522;5a2fa237421a763ff2b33932;1;1.0;-0.966852826190125;-0.956973213502161;-0.19386151428307288;0.07338094065501104;0.0657924839552558;-0.9316384774507244;-0.9567915818733208;-0.8848987108655617;-0.522607346094154;-0.9649206349206249;-0.9362871605640549;-0.9512677361584333;-0.873357011850869;-0.4608970623440611;-0.9646045982206647;-0.5182134128872695;-0.8786211393928852;-0.9873816662969293;-0.9985798463253207;-1.0
523;5a2fa237421a763ff2b33932;1;1.0;-0.966879831038153;-0.9573957020311546;-0.19312193769067207;0.07633587786259532;0.0658045250394349;-0.9305639924451306;-0.9565655243479618;-0.8789134438305709;-0.5449560269011895;-0.964444444444438;-0.9349018157730472;-0.9499975320534485;-0.8664875001248881;-0.4814111097573835;-0.9643651677450045;-0.5106097881749522;-0.988310345759689;-0.8943675606796461;-0.9999836620090632;-1.0
524;5a2fa237421a763ff2b33932;1;1.0;-0.966767331373141;-0.9562226040684078;-0.19275214939447166;0.0704260034474266;0.06581656612361414;-0.9329685350812352;-0.9563610025944811;-0.8759208103130754;-0.5334712881531299;-0.9642857142857086;-0.9360814091680489;-0.9488453348975776;-0.8620562755814809;-0.47812506916470165;-0.9642857142857085;-0.5121210327873534;-0.9907260135434665;-0.9224679572556338;-0.9999823404543876;-1.0
525;5a2fa237421a763ff2b33932;1;1.0;-0.9667121447472187;-0.9563594442073318;-0.19238236109827125;0.06747106623984246;0.06582860720779338;-0.9364232554882823;-0.9577662200506126;-0.8729281767955801;-0.5375064666321782;-0.9644444444444398;-0.9384148817786298;-0.9496075125201742;-0.8578435983726039;-0.48103088934320165;-0.9643651677450044;-0.5077262036274283;-0.992638262449258;-0.9610892233448087;-0.9999720678268708;-1.0
526;5a2fa237421a763ff2b33932;1;1.0;-0.9666521773564232;-0.957218159494219;-0.19201257280207085;0.06747106623984231;0.06584064829197261;-0.9388164299384968;-0.9574904898835244;-0.8699355432780845;-0.537506466632178;-0.9649206349206316;-0.9398278528514852;-0.9491124084352647;-0.8538305713410174;-0.48103088934320176;-0.9646045982206647;-0.5088525465720103;-0.9858955580684553;-0.8982383326372133;-0.9999795371563063;-1.0
527;5a2fa237421a763ff2b33932;1;1.0;-0.9665827392789733;-0.9583512531518297;-0.19090320791346949;0.0678404333907902;0.06585268937615185;-0.9407333073317342;-0.9559498792224521;-0.8609576427255985;-0.5354888773926539;-0.9657142857142843;-0.9408380166606563;-0.9479334234794149;-0.8428401847516197;-0.4807577778939419;-0.9650072893888061;-0.5088525465720103;-0.9853441402210621;-0.9030333353073638;-0.9999776857066823;-1.0
528;5a2fa237421a763ff2b33932;1;1.0;-0.9665352152518623;-0.9583016779402826;-0.19053341961726908;0.06857916769268642;0.06586473046033095;-0.942045234973611;-0.9560205191260999;-0.8579650092081031;-0.5314536989136057;-0.9668253968253909;-0.941104029653619;-0.9479488851353458;-0.8394863911864932;-0.4776331592993614;-0.965578970726659;-0.5043625323345106;-0.9999361537882205;-0.9805990010640678;-0.9999995141464993;-1.0
529;5a2fa237421a763ff2b33932;1;1.0;-0.9665474896980412;-0.9562690106549729;-0.19016363132106867;0.06525486333415409;0.06587677154451019;-0.9417063919459969;-0.958626551389998;-0.8549723756906077;-0.5350232798758406;-0.9682539682539633;-0.9412253370195699;-0.9494484809772143;-0.8362712070727549;-0.48022384445494887;-0.966328248514921;-0.4914930568875027;-0.9979226253477667;-0.9886388919274333;-0.9999730046830387;-1.0
530;5a2fa237421a763ff2b33932;1;1.0;-0.966247212367281;-0.9513661743269778;-0.19016363132106867;0.06451612903225802;0.06588881262868942;-0.944292253865053;-0.9521304896087506;-0.8549723756906077;-0.5393688566994306;-0.9699999999999963;-0.9423140527726968;-0.9456358067762964;-0.8362712070727549;-0.4825534473160065;-0.967267316464596;-0.5307664772527787;-0.9873051781932893;-0.8673226606964992;-0.9999858738390707;-1.0
