;phoneId;date;location;motionType;mean(SCL);mean(SCR);mean(HR);mean(RR);mean(skinTemp);mad(SCL);mad(SCR);mad(HR);mad(RR);mad(skinTemp);std(SCL);std(SCR);std(HR);std(RR);std(skinTemp);RMSSD;receptivity
0;5a26ff32b07e944d86d30c6b;2017-12-06;1;1.0;-0.9575107058685934;-0.9989724540769953;-0.3374524714828897;0.17503843378408043;0.043900259404981615;-0.9971221410013;-0.9993565360848904;-0.8086486486486486;-0.3751828462284298;-0.9591376451077755;-0.9970279353297392;-0.9993757579870853;-0.7514546074744776;-0.30117351613828575;-0.9180930721303209;-0.4994538144862011;-1.0
1;5a26ff32b07e944d86d30c6b;2017-12-06;1;1.0;-0.9573861112650256;-0.9989776582582701;-0.3380861850443599;0.1799328585323;0.04362720152912358;-0.9970256790038403;-0.9993557162387433;-0.812972972972973;-0.40654432498916504;-0.9408955223880401;-0.996942724651722;-0.9993707305167613;-0.7555394442063069;-0.3440215423215567;-0.9014925373134318;-0.5669403178647766;-1.0
2;5a26ff32b07e944d86d30c6b;2017-12-06;1;1.0;-0.9572608184044159;-0.9989926745840871;-0.33871989860583024;0.1848272832805196;0.04335414365326582;-0.9969398804856123;-0.9993744571829326;-0.8172972972972972;-0.4379058037499;-0.9241127694858914;-0.9968733542455575;-0.9993930981456915;-0.7598134558412518;-0.3911815896927989;-0.8883796723392613;-0.5669403178647766;-1.0
3;5a26ff32b07e944d86d30c6b;2017-12-06;1;1.0;-0.9571287754402888;-0.999050858289072;-0.3368187579214195;0.1818153295893075;0.04308108577740779;-0.9968935873574575;-0.999358923334556;-0.8300900900900899;-0.4348500699219313;-0.9087893864013133;-0.9968442164638632;-0.9993693210423442;-0.7689714612978719;-0.3897551480561174;-0.8776281206343385;-0.5641079810556345;-1.0
4;5a26ff32b07e944d86d30c6b;2017-12-06;1;1.0;-0.9569918674097534;-0.9989331645555347;-0.33491761723700886;0.17955636432089866;0.042808027901549764;-0.9968293021891155;-0.9992406467607203;-0.845045045045045;-0.4385491161347357;-0.8949253731343144;-0.9967865522706668;-0.9992696792054466;-0.7796798952461451;-0.39040593559589365;-0.868656716417909;-0.5636565132816482;-1.0
5;5a26ff32b07e944d86d30c6b;2017-12-06;1;1.0;-0.956851918761268;-0.9989510715175962;-0.33269961977186313;0.17805038747529253;0.042534970025691864;-0.9967933132754828;-0.9992432924561754;-0.8583783783783783;-0.44803797381106103;-0.8825207296848976;-0.9967489963744148;-0.999272283687338;-0.7981652050989003;-0.3919271484711998;-0.861120046820949;-0.5724309954808938;-1.0
6;5a26ff32b07e944d86d30c6b;2017-12-06;1;1.0;-0.9567048813113856;-0.9990240115435528;-0.33016476552598223;0.1780503874752924;0.04226191214983383;-0.9967312211924894;-0.9992819701259574;-0.8702702702702703;-0.44803797381106114;-0.8715754560530568;-0.9966568744878825;-0.9992862054371889;-0.8192186701953151;-0.3919271484711999;-0.8547945365416525;-0.5972098269334439;-1.0
7;5a26ff32b07e944d86d30c6b;2017-12-06;1;1.0;-0.9565712380229514;-0.9990095899414626;-0.3279467680608365;0.17654441062968643;0.041988854273975806;-0.9966742218426136;-0.9993464319777545;-0.8875675675675675;-0.44031822519303393;-0.862089552238795;-0.9965803265939874;-0.9993407791385396;-0.8471345739712832;-0.38521892425427906;-0.8495273652402544;-0.5845763465448921;-1.0
8;5a26ff32b07e944d86d30c6b;2017-12-06;1;1.0;-0.95643958598495;-0.9990124943250898;-0.32604562737642584;0.16976751482445954;0.041715796398117774;-0.9966170105262597;-0.9993305373256836;-0.9043243243243243;-0.44755548952243257;-0.8540630182421124;-0.9965170448458651;-0.9993488978176099;-0.8730433823276461;-0.38994101651286545;-0.8452104558596596;-0.5921094768796564;-1.0
9;5a26ff32b07e944d86d30c6b;2017-12-06;1;1.0;-0.9563071197566203;-0.998925241281442;-0.32541191381495566;0.1614846421736265;0.04144273852225988;-0.9965646700608726;-0.9992923994970161;-0.9102702702702703;-0.48695837309361306;-0.8474958540630103;-0.9964607347572065;-0.9993282213793144;-0.876256542604781;-0.43121187306889314;-0.8417660146837688;-0.590183182702416;-1.0
