;phoneId;location;motionType;mean(SCL);mean(SCR);mean(HR);mean(RR);mean(skinTemp);mad(SCL);mad(SCR);mad(HR);mad(RR);mad(skinTemp);std(SCL);std(SCR);std(HR);std(RR);std(skinTemp);RMSSD;Baevsky;LF;HF;LF/HF;receptivity
29;5a310db8a808c47336b38d88;{'lat': 48.149104344285064, 'long': 11.575990682557553};1.0;-0.0019504207620439963;-0.8621136203485378;0.0021088435374149676;0.007351327627825791;0.0;0.06652614036131262;0.11017254389356353;0.012106066916562545;0.11129771197484957;0.0;0.0754384112581077;0.23228200597604412;0.014420527906234302;0.14133178997656895;0.0;0.05570171428571431;0.4770831675470665;0.0014446534147728657;0.008847647228581446;0.16328108224139593;-1.0
